study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJNA447983	SRP136711	SAMN08813947	SRS3104949	SRX3862893	SRR6915117	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	SBJ73H		PAIRED	WGS	METAGENOMIC	RANDOM	23114201	4594875126	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: SBJ73H	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	SBJ73H	CRC_MR_SBJ73H_17_R2.fastq.bz2	1549542343;1517788042	64c23813bd32a8a244963d6ee8989b0e;cfd785c571802495d8f97267b4969f36	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/007/SRR6915117/SRR6915117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/007/SRR6915117/SRR6915117_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/007/SRR6915117/SRR6915117_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/007/SRR6915117/SRR6915117_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/007/SRR6915117/SRR6915117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/007/SRR6915117/SRR6915117_2.fastq.gz							2274676299	ab403801f3f8e7008495118fa35378cb	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/007/SRR6915117	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/007/SRR6915117	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/007/SRR6915117				SBJ73H		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08814035	SRS3104947	SRX3862892	SRR6915118	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	VF172		PAIRED	WGS	METAGENOMIC	RANDOM	24297397	4833830559	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: VF172	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	VF172	LILT_VF172_T017_R2.fastq.bz2	1564268988;1592454954	bbc0a1f853f574b727b23b06f7ef028d;3275d4f9c80aecb25d38412bf5618fd9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/008/SRR6915118/SRR6915118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/008/SRR6915118/SRR6915118_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/008/SRR6915118/SRR6915118_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/008/SRR6915118/SRR6915118_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/008/SRR6915118/SRR6915118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/008/SRR6915118/SRR6915118_2.fastq.gz							2332156872	e03d6e0a5733c09de9262108022029ed	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/008/SRR6915118	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/008/SRR6915118	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/008/SRR6915118				VF172		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08813999	SRS3104945	SRX3862891	SRR6915119	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	VF174		PAIRED	WGS	METAGENOMIC	RANDOM	20562523	4080726893	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: VF174	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	VF174	LILT_VF174_T017_R2.fastq.bz2	1329336267;1376886394	85d8404d362382dd9fa6642e83014fe6;f7318d088663306f6aecf9fa8c7b3617	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/009/SRR6915119/SRR6915119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/009/SRR6915119/SRR6915119_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/009/SRR6915119/SRR6915119_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/009/SRR6915119/SRR6915119_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/009/SRR6915119/SRR6915119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/009/SRR6915119/SRR6915119_2.fastq.gz							2016019639	93da2af8e1b2573fe152541cc5fbccf9	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/009/SRR6915119	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/009/SRR6915119	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/009/SRR6915119				VF174		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08814000	SRS3104944	SRX3862890	SRR6915120	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	VF176		PAIRED	WGS	METAGENOMIC	RANDOM	12184945	2421623709	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: VF176	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	VF176	LILT_VF176_T017_R1.fastq.bz2	783673804;809081059	1d9d1e743d4a1049b572c2ed97c615a9;83be74ae4dcd9aa1617bd64dea78a273	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/000/SRR6915120/SRR6915120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/000/SRR6915120/SRR6915120_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/000/SRR6915120/SRR6915120_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/000/SRR6915120/SRR6915120_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/000/SRR6915120/SRR6915120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/000/SRR6915120/SRR6915120_2.fastq.gz							1178010723	55c80bcb7743aeee5f1e64028388b629	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/000/SRR6915120	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/000/SRR6915120	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/000/SRR6915120				VF176		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08814057	SRS3104943	SRX3862889	SRR6915121	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	VF189		PAIRED	WGS	METAGENOMIC	RANDOM	37835246	7513810634	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: VF189	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	VF189	LILT_VF189_T016_R1.fastq.bz2	2496158600;2521951853	e076a3b6d98eee275b86a24be8a07979;babf1e19833d5882555e999982f96ca6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/001/SRR6915121/SRR6915121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/001/SRR6915121/SRR6915121_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/001/SRR6915121/SRR6915121_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/001/SRR6915121/SRR6915121_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/001/SRR6915121/SRR6915121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/001/SRR6915121/SRR6915121_2.fastq.gz							3736253497	6a4480a27110021e22642ae36f52fff4	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/001/SRR6915121	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/001/SRR6915121	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/001/SRR6915121				VF189		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08814056	SRS3104974	SRX3862888	SRR6915122	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	VF18		PAIRED	WGS	METAGENOMIC	RANDOM	90924580	18090843680	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: VF18	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	VF18	LILT_VF18_T016_R2.fastq.bz2	5903508697;5885622682	382d6517054a5b9c5abce30162f3e495;19d26296f950273851232ca6c60df5b5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/002/SRR6915122/SRR6915122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/002/SRR6915122/SRR6915122_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/002/SRR6915122/SRR6915122_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/002/SRR6915122/SRR6915122_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/002/SRR6915122/SRR6915122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/002/SRR6915122/SRR6915122_2.fastq.gz							8705305142	0925ae3652d29fd4df41373e5d260bee	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/002/SRR6915122	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/002/SRR6915122	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/002/SRR6915122				VF18		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08814001	SRS3104941	SRX3862887	SRR6915123	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	VF192		PAIRED	WGS	METAGENOMIC	RANDOM	11721962	2325769283	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: VF192	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	VF192	LILT_VF192_T017_R1.fastq.bz2	751807545;778888220	6668cc0ff9e74edf3250176a7cec64ba;75cbcf0d3a07748abd64b2c2eea5a8fa	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/003/SRR6915123/SRR6915123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/003/SRR6915123/SRR6915123_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/003/SRR6915123/SRR6915123_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/003/SRR6915123/SRR6915123_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/003/SRR6915123/SRR6915123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/003/SRR6915123/SRR6915123_2.fastq.gz							1135089992	9ecde8c5b76ab33162a7c452d336bf3c	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/003/SRR6915123	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/003/SRR6915123	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/003/SRR6915123				VF192		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08814002	SRS3104942	SRX3862886	SRR6915124	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	VF197		PAIRED	WGS	METAGENOMIC	RANDOM	15106313	3001417218	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: VF197	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	VF197	LILT_VF197_T017_R1.fastq.bz2	975106238;995497378	844eb9387fde4c786c4bb457565b2196;6b2cc4166deae3fcf95ca5b5b7b1ce45	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/004/SRR6915124/SRR6915124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/004/SRR6915124/SRR6915124_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/004/SRR6915124/SRR6915124_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/004/SRR6915124/SRR6915124_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/004/SRR6915124/SRR6915124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/004/SRR6915124/SRR6915124_2.fastq.gz							1458096187	185a73946ef1168cab07e46cde6be491	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/004/SRR6915124	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/004/SRR6915124	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/004/SRR6915124				VF197		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08813930	SRS3104939	SRX3862885	SRR6915125	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	SBJ61C		PAIRED	WGS	METAGENOMIC	RANDOM	30201578	6000296678	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: SBJ61C	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	SBJ61C	CRC_MR_SBJ61C_17_R2.fastq.bz2	1948627406;1976001540	51cc6ceb11b0793bc64b870cc0e1df4c;2609d17a3e97dbbe81c21b479a2763dd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/005/SRR6915125/SRR6915125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/005/SRR6915125/SRR6915125_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/005/SRR6915125/SRR6915125_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/005/SRR6915125/SRR6915125_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/005/SRR6915125/SRR6915125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/005/SRR6915125/SRR6915125_2.fastq.gz							2900721495	faaf50d5ce1860f8f0e0e46db5c9b7c7	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/005/SRR6915125	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/005/SRR6915125	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/005/SRR6915125				SBJ61C		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08813937	SRS3104937	SRX3862884	SRR6915126	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	SBJ63H		PAIRED	WGS	METAGENOMIC	RANDOM	40561845	8053932609	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: SBJ63H	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	SBJ63H	CRC_MR_SBJ63H_17_R1.fastq.bz2	2647199587;2686011840	0778e26e47e48968be173f86f9399abd;aa2622565d569679f1434b22aa4630e1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/006/SRR6915126/SRR6915126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/006/SRR6915126/SRR6915126_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/006/SRR6915126/SRR6915126_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/006/SRR6915126/SRR6915126_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/006/SRR6915126/SRR6915126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/006/SRR6915126/SRR6915126_2.fastq.gz							3944648239	9674195a91938a982e58ea78b0c55bc8	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/006/SRR6915126	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/006/SRR6915126	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/006/SRR6915126				SBJ63H		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08813922	SRS3104940	SRX3862883	SRR6915127	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	SBJ50C		PAIRED	WGS	METAGENOMIC	RANDOM	26450411	5253305524	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: SBJ50C	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	SBJ50C	CRC_MR_SBJ50C_17_R2.fastq.bz2	1735294548;1767456477	fb1303d36833b50869b9ab1f2d4e64a2;d2d109b9da363a79f7c2001437037fc5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/007/SRR6915127/SRR6915127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/007/SRR6915127/SRR6915127_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/007/SRR6915127/SRR6915127_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/007/SRR6915127/SRR6915127_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/007/SRR6915127/SRR6915127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/007/SRR6915127/SRR6915127_2.fastq.gz							2600040789	13caabdcbdb63d59f631e391a9ab941e	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/007/SRR6915127	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/007/SRR6915127	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/007/SRR6915127				SBJ50C		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08813942	SRS3104938	SRX3862882	SRR6915128	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	SBJ49C		PAIRED	WGS	METAGENOMIC	RANDOM	22411531	4452392988	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: SBJ49C	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	SBJ49C	CRC_MR_SBJ49C_17_R2.fastq.bz2	1472763675;1505999144	acef635136c1d9c3d312c349d166065e;06d431d917ff05704cd4f2b0f923a9fe	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/008/SRR6915128/SRR6915128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/008/SRR6915128/SRR6915128_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/008/SRR6915128/SRR6915128_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/008/SRR6915128/SRR6915128_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/008/SRR6915128/SRR6915128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/008/SRR6915128/SRR6915128_2.fastq.gz							2207061892	edd987aa834b63afcd85c2d94d3678a3	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/008/SRR6915128	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/008/SRR6915128	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/008/SRR6915128				SBJ49C		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08813921	SRS3104936	SRX3862881	SRR6915129	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	SBJ52C		PAIRED	WGS	METAGENOMIC	RANDOM	14950298	2968281897	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: SBJ52C	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	SBJ52C	CRC_MR_SBJ52C_17_R1.fastq.bz2	984020035;1003298804	f18530eb15dab4ccb3cd22a75c8dc48c;fb9a3e57b64413fc6550ecca8d0399b7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/009/SRR6915129/SRR6915129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/009/SRR6915129/SRR6915129_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/009/SRR6915129/SRR6915129_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/009/SRR6915129/SRR6915129_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/009/SRR6915129/SRR6915129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/009/SRR6915129/SRR6915129_2.fastq.gz							1477166202	e745b68443fe3dff8cbcbf841f566b26	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/009/SRR6915129	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/009/SRR6915129	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/009/SRR6915129				SBJ52C		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08813959	SRS3104935	SRX3862880	SRR6915130	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	SBJ51C		PAIRED	WGS	METAGENOMIC	RANDOM	11693451	2322991771	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: SBJ51C	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	SBJ51C	CRC_MR_SBJ51C_17_R2.fastq.bz2	760986919;776988885	de9b64faa233149896e030c15486a7bb;f91ed7203c074047c9cf52c27064794f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/000/SRR6915130/SRR6915130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/000/SRR6915130/SRR6915130_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/000/SRR6915130/SRR6915130_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/000/SRR6915130/SRR6915130_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/000/SRR6915130/SRR6915130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/000/SRR6915130/SRR6915130_2.fastq.gz							1141151368	a52be589949bfe8ecadd39b04720511b	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/000/SRR6915130	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/000/SRR6915130	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/000/SRR6915130				SBJ51C		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08813973	SRS3104934	SRX3862879	SRR6915131	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	SBJ45H		PAIRED	WGS	METAGENOMIC	RANDOM	44585494	8871734689	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: SBJ45H	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	SBJ45H	CRC_MR_SBJ45H_17_R1.fastq.bz2	2900063782;2874390590	c3a67438097cb3e23e06d6d6a2d8b4ba;d0df751794bb4a890b1468aecb28adbc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/001/SRR6915131/SRR6915131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/001/SRR6915131/SRR6915131_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/001/SRR6915131/SRR6915131_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/001/SRR6915131/SRR6915131_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/001/SRR6915131/SRR6915131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/001/SRR6915131/SRR6915131_2.fastq.gz							4260179799	c761e6630aacd49c26dd78249a69af89	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/001/SRR6915131	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/001/SRR6915131	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/001/SRR6915131				SBJ45H		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08813961	SRS3104933	SRX3862878	SRR6915132	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	SBJ42C		PAIRED	WGS	METAGENOMIC	RANDOM	28622410	5690844677	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: SBJ42C	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	SBJ42C	CRC_MR_SBJ42C_17_R1.fastq.bz2	1866307820;1869163983	9ff218a042782c8d820d2ae85067fa36;f02aa8f69549c8e16891464dcc755b73	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/002/SRR6915132/SRR6915132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/002/SRR6915132/SRR6915132_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/002/SRR6915132/SRR6915132_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/002/SRR6915132/SRR6915132_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/002/SRR6915132/SRR6915132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/002/SRR6915132/SRR6915132_2.fastq.gz							2763275943	69bc989b698ad0b703a754433ee3cda8	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/002/SRR6915132	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/002/SRR6915132	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/002/SRR6915132				SBJ42C		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
